player_name,team,position,2025,last30
Taj Bradley,MIN,SP,-15.71568149766362,
Bryse Wilson,CHW,SP/RP,-16.152516220878848,
Joey Wentz,ATL,SP,-16.41415196559965,
Logan Allen,CLE,SP,-16.985129484053708,
Osvaldo Bido,OAK,SP,-17.154772558210876,
Luis Severino,OAK,SP,-17.15847089210774,
Jordan Hicks,BOS,SP/RP,-17.608425511068713,
Bailey Ober,MIN,SP,-18.246201079641672,
Trevor Williams,WSN,SP,-18.61891596934037,
Angel Chivilli,COL,RP,-18.803384245518426,
Walker Buehler,PHI,SP,-18.99501977381082,
Tomoyuki Sugano,BAL,SP,-19.057395859577777,
Jonathan Cannon,CHW,SP,-20.098662081460752,
Kyle Hendricks,LAA,SP,-20.385380959482642,
Brandon Pfaadt,ARI,SP,-20.73134817142768,
Tyler Anderson,LAA,SP,-20.83556732707601,
Sandy Alcantara,MIA,SP,-20.99765666909408,
Austin Gomber,CHC,SP,-21.70596557639623,
Andrew Heaney,LAD,SP,-22.275109388766168,
Miles Mikolas,STL,SP,-22.576926685139497,
Eduardo Rodriguez,ARI,SP,-22.649326892839202,
Bryce Elder,ATL,SP,-23.140402536664638,
Charlie Morton,ATL,SP,-23.55609164180437,
Chase Dollander,COL,SP,-24.897112394424973,
Chris Paddack,DET,SP,-25.610537151818637,
Cal Quantrill,TEX,SP,-26.6249246660362,
Kyle Freeland,COL,SP,-27.65182995633172,
Bradley Blalock,COL,SP,-29.29119819835213,
Andre Pallante,STL,SP,-33.02830395022749,
Erick Fedde,MIL,SP,-35.15032205086722,
Mitchell Parker,WSN,SP,-35.29819751201352,
Jake Irvin,WSN,SP,-37.608683397055394,
Jack Kochanowicz,LAA,SP,-39.07514302213015,
German Marquez,COL,SP,-43.3647808597811,
Antonio Senzatela,COL,SP,-50.06931655936407,
