Name,Team,POS,ADP,IP,mW,mSV,mERA,mWHIP,mK9,mIP,PTS,aPOS,Dollars,NameASCII,PlayerId,MLBAMID
"Ryne Stanek","NYM","RP",750.22998046875,58,-2.9022922960470496,-1.8850437282908965,-1.127691807662452,-1.6653737947193348,0.4142544721287746,-2.896312877606557,-10.062460032197514,8.465045403512244,-0.5974146286852711,"Ryne Stanek","15947",592773
"JoJo Romero","STL","RP",738.4299926757812,61,-2.771634462821033,-1.5350669748168275,0.47292414517235387,-1.9265382759773253,-1.72855710932959,-2.7243161306095787,-10.213188808382,8.465045403512244,-0.7481434048697557,"JoJo Romero","19574",668941
"Abner Uribe","MIL","RP",631.1300048828125,54,-3.0928115448956754,-1.8850437282908965,0.29246680177360096,-3.503793949699983,1.0708307320767205,-3.1256418736025293,-10.243993562638762,8.465045403512244,-0.7789481591265182,"Abner Uribe","25327",682842
"Albert Suárez","BAL","SP/RP",670.4199829101562,70.8592,-2.3716415883129636,-1.8850437282908965,-2.4550175958956695,-1.0554782696596214,-2.190276720622804,-2.159066048573113,-12.116523951355067,10.321332754670292,-0.7951911966847751,"Albert Suarez","6175",544150
"Tanner Banks","PHI","RP",750.3200073242188,68,-2.480428645072345,-1.8850437282908965,-0.5803382204719022,-1.4501899835995546,-1.5815552932109005,-2.322990387616628,-10.300546258262226,8.465045403512244,-0.8355008547499834,"Tanner Banks","16990",621383
"Ryan Brasier","CHC","RP",745.780029296875,58,-2.9707399120734714,-1.1856833593139071,-1.0332979501619504,-0.8240463937812056,-1.469340000803723,-2.896312877606557,-10.379420493740815,8.465045403512244,-0.9143750902285703,"Ryan Brasier","5615",518489
"Beau Brieske","DET","RP",492.32000732421875,66,-2.7755226738183554,1.148483631177816,-1.975834424424485,-2.4892451654647547,-1.897127763230062,-2.437654885614614,-10.426901281374455,8.465045403512244,-0.9618558778622115,"Beau Brieske","26079",689225
"Jason Foley","DET","RP",287.8699951171875,63,-2.852151504480876,1.9314826060900667,-0.8730908085598831,-2.5241023678560732,-3.5287427504076434,-2.609651632611593,-10.456256457826,8.465045403512244,-0.9912110543137571,"Jason Foley","19531",671345
"Edwin Uceta","TBR","RP",326.7699890136719,65,-2.7733355189211877,0.8610874946278947,-2.701539947308349,-2.622810443595907,-0.8119041045121312,-2.494987134613607,-10.543489654323288,8.465045403512244,-1.0784442508110432,"Edwin Uceta","20539",670955
"Julian Merryweather","CHC","RP",999,54,-3.1209195270628767,-1.8850437282908965,-0.6834433604343791,-1.7667105021022218,-0.024829553480920176,-3.1256418736025293,-10.606588544973823,8.465045403512244,-1.1415431414615789,"Julian Merryweather","16703",657240
"Matthew Liberatore","STL","SP/RP",689.72998046875,85.7901,-1.5885041742397734,-1.1850902213427583,-1.736910722482023,-3.4602188482460905,-3.2238882074939896,-1.3030439391007915,-12.497656112905426,10.321332754670292,-1.176323358235134,"Matthew Liberatore","22294",669461
"Brandon Pfaadt","ARI","SP",172.75,136.301,3.667106698789977,-1.8850437282908965,-7.764092969236828,-4.442504586764874,-3.6881787946819404,1.5928828774825718,-12.519830502701987,10.321332754670292,-1.1984977480316958,"Brandon Pfaadt","27782",694297
"Jesus Tinoco","MIA","RP",430.0799865722656,64,-2.8814746370774795,0.040718281876739676,-1.3766174062687453,-2.6980151934917376,-1.200831060334802,-2.5523193836126,-10.668539398908624,8.465045403512244,-1.2034939953963812,"Jesus Tinoco","16300",622786
