player_name,team,position,steamerr,rthebatx,roopsydc,season,Status,best_projection,avg_projection,eno,closermonkey rank,Stuff+,Location+,Pitching+
Sean Guenther,DET,RP/,-6.824725511620488,,-6.409704313233512,,FA,-6.409704313233512,-6.617214912427,,,92.99963963963964,95.25891891891894,89.43765765765767
Jacob Waguespack,TBR,RP/,-7.851515683685678,-6.411401918312349,-7.791621463777968,,FA,-6.411401918312349,-7.3515130219253315,,,,,
Sean Hjelle,SFG,RP/,-6.415019750221,,-7.089276891026289,,FA,-6.415019750221,-6.752148320623645,,,,,
Forrest Whitley,HOU,RP/,-6.477643999249557,,-6.570206543481835,,TWN,-6.477643999249557,-6.523925271365696,,,109.71375,99.95375,109.93875
Anthony Banda,LAD,RP/,-7.176896731668986,-6.640508560177256,-7.52745885271867,-6.486839172319964,FA,-6.486839172319964,-6.957925829221219,,,99.22210268948656,91.63364303178484,93.5228850855746
Chase Lee,DET,RP/,-6.487901215111772,,-6.766905715088102,,FA,-6.487901215111772,-6.6274034650999365,,,102.85212903225806,101.13767741935484,102.04903225806451
Drew Romo,COL,C/DH/,-7.408047621629301,-6.513809681153941,-7.238193516295468,,FA,-6.513809681153941,-7.053350273026236,,,,,
Tom Murphy,SFG,C/DH/,-8.11764336892533,-6.526942178700023,-7.995122730261524,,FA,-6.526942178700023,-7.546569425962293,,,,,
Jorge Alcala,MIN,RP/,-7.6117473758709,,-6.527512986208343,-18.81410551394552,FA,-6.527512986208343,-10.984455292008255,,,107.08981412639405,90.1651301115242,94.97724907063194
Isaac Collins,MIL,OF/,-18.348382691467986,-17.264515008064855,-16.809086410755803,-6.563962386625592,FA,-6.563962386625592,-14.746486624228558,,,,,
Nate Pearson,CHC,RP/,-8.348401510099603,,-6.571068407896148,,FA,-6.571068407896148,-7.459734958997876,,,105.69704142011832,89.65325443786982,98.87739644970414
Michael Tonkin,MIN,RP/,-8.076211548415028,,-6.571068407896148,,FA,-6.571068407896148,-7.3236399781555885,,,,,
Michael Petersen,ATL,RP/,-9.775745069260816,,-6.639246456711568,,FA,-6.639246456711568,-8.207495762986191,,,118.6757575757576,97.89696969696968,108.14484848484848
Sawyer Gipson-Long,DET,RP/,-6.646247752716085,,-7.285830121766017,,FA,-6.646247752716085,-6.96603893724105,,,,,
Ryan Feltner,COL,SP/,-11.223958805611796,-14.288651324900135,-9.112318853691548,-6.664855310837887,FA,-6.664855310837887,-10.322446073760341,,,88.44862068965517,96.0107662835249,85.60237547892719
Connor Prielipp,MIN,RP/,-6.688100210338768,,-7.7651291669551785,,FA,-6.688100210338768,-7.226614688646974,,,,,
Chase Petty,CIN,RP/,-10.926710089655018,-6.724169535350273,-13.471189527709123,,FA,-6.724169535350273,-10.374023050904805,,,95.737106918239,99.83044025157233,94.82628930817609
Anthony Veneziano,MIA,RP/,-9.247942542851185,-6.748769229747394,-11.191776750066333,-14.764689354039753,FA,-6.748769229747394,-10.488294469176166,,,98.07717041800645,104.27871382636656,104.09569131832797
Tristan Beck,SFG,RP/,-7.060705716509123,,-6.753985619716285,,FA,-6.753985619716285,-6.907345668112704,,,,,
Mike Clevinger,CHW,RP/,-12.040153675779461,-8.299811139146149,-6.762351905326996,,FA,-6.762351905326996,-9.034105573417534,,,89.26677966101698,77.04796610169493,74.24
Shawn Dubin,HOU,RP/,-6.773566825765358,,-7.483188821668477,,FA,-6.773566825765358,-7.128377823716917,,,91.09999999999998,107.8295238095238,100.79523809523808
Justin Topa,MIN,RP/,-7.90829362784155,,-6.828953480365709,-7.418151695012691,FA,-6.828953480365709,-7.385132934406651,,,102.349198692464,112.57291235974913,109.33587065995232
Tommy Pham,PIT,OF/,-9.071039133884499,-6.847408792765466,-9.105488924210126,-9.282270615314644,FA,-6.847408792765466,-8.576551866543683,,,,,
Dauri Moreta,PIT,RP/,-8.502978736828977,,-6.852146888768539,,FA,-6.852146888768539,-7.677562812798758,,,,,
Trevor Stephan,CLE,RP/,-7.551158939609609,,-6.921901411360665,,FA,-6.921901411360665,-7.236530175485137,,,,,
Tayler Saucedo,SEA,RP/,-8.040412749309827,,-6.94068695086893,,FA,-6.94068695086893,-7.490549850089378,,,99.18785714285713,84.15476190476193,90.18285714285716
Jose Fermin,LAA,RP/,-8.906698414779541,,-6.94949368745003,,FA,-6.94949368745003,-7.928096051114785,,,106.1441134751773,103.61347517730498,106.81560283687942
Alexander Canario,PIT,OF/,-10.699466519921124,-10.676766168700642,-6.991211149885163,-8.596585785311426,FA,-6.991211149885163,-9.241007405954589,,,,,
Jose Iglesias,SDP,2B/3B/,-11.282771124301506,-11.85960348110393,-12.078557547149737,-7.014904893289607,FA,-7.014904893289607,-10.558959261461194,,,,,
Juan Mejia,COL,RP/,-12.887939322158049,-7.039146052593129,-11.497001363556203,,FA,-7.039146052593129,-10.474695579435794,,,105.43076923076924,90.47146853146852,92.93846153846154
