player_name,team,position,steamerr,rthebatx,roopsydc,season,Status,best_projection,avg_projection,eno,closermonkey rank,Stuff+,Location+,Pitching+,lastmonth_stuff+,lastmonth_location+,lastmonth_pitching+,Events,EV,maxEV,Barrel%,HardHit%,wOBA,xwOBA
Roman Anthony,BOS,OF/,3.031479211936133,2.098216587663142,4.999494291549569,-12.788208153886385,TWN,4.999494291549569,-0.6647545156843853,,,,,,,,,19.0,91.815185546875,111.168,0.05263158,0.36842105,0.19818198488604638,0.278
Daniel Schneemann,CLE,2B/3B/SS/OF/,-6.798779028798631,-7.038571184292307,-8.367863465573027,4.347070487083169,W <small>(Fri)</small>,4.347070487083169,-4.464535797895199,,,,,,,,,117.0,87.59702537334071,111.172,0.11965812,0.37606838,0.3309624887711509,0.329
Max Kepler,PHI,OF/,-2.15891159838555,2.034833810767613,0.20259557951103857,4.064329858700572,FA,4.064329858700572,1.0357119126484184,,,,,,,,,172.0,91.41003061038012,109.444,0.12790698,0.49418605,0.31639584054158426,0.336
Michael McGreevy,STL,SP/,2.1246407872766877,3.5573373733440787,-3.420765898289811,2.5966025118190883,FA,3.5573373733440787,1.214453693537511,,,92.53426962703168,123.80773601716179,115.83927105344135,90.88613861386139,120.77920792079209,109.80178217821782,0.0,,,,,0.0,
Jeff McNeil,NYM,2B/OF/,3.4183739759386134,-3.1609023196222825,1.0,0.7539705724192209,TWN,3.4183739759386134,0.502860557183888,,,,,,,,,122.0,86.3545567536157,105.132,0.04918033,0.31967213,0.3608646225777401,0.34
Matt Strahm,PHI,RP/,3.3075695429795156,0.1636633262719741,1.7745413169565383,-5.929352701422656,TWN,3.3075695429795156,-0.17089462880365702,,38,107.79209486166009,98.54573122529642,100.4809090909091,106.13844317831844,87.66074407145057,89.35422051124114,0.0,,,,,0.0,
Alek Thomas,ARI,OF/,-1.210178066640791,0.7943347643370453,3.1546757476402454,0.9128094589657669,TWN,3.1546757476402454,0.9129104760755666,,,,,,,,,145.0,91.49458764304578,109.414,0.08275862,0.42758621,0.29297119755189394,0.315
Clayton Kershaw,LAD,SP/,2.049894823936368,0.5747025148171285,3.152618460821303,1.0812852461054887,FA,3.152618460821303,1.714625261420072,98.0,,95.39776255707763,95.18109589041096,92.84803652968037,95.2698028169014,95.85059154929577,93.09718309859154,0.0,,,,,0.0,
Eric Wagaman,MIA,1B/,-2.2120317803831377,-2.667694902179449,-3.7326619793533142,3.111676493295508,W <small>(Fri)</small>,3.111676493295508,-1.375178042155098,,,,,,,,,208.0,90.5075214092548,112.236,0.06730769,0.44711538,0.28976973569650444,0.334
Kyle Isbel,KCR,OF/,-1.3186492710335345,-2.1897396001257934,2.8722442217387187,-1.6649805317324735,FA,2.8722442217387187,-0.5752812952882707,,,,,,,,,153.0,87.25300045289855,109.525,0.01960784,0.33986928,0.283141467558301,0.257
