player_name,team,Stuff+,Location+,Pitching+
Jordan Leasure,CHW,99.19789867296538,95.67918035063077,98.38387412721335
Max Meyer,MIA,96.50745173745173,106.64449806949808,107.38482625482627
Taijuan Walker,PHI,89.98277988946869,100.44998112562098,93.44870220154142
Eduard Bazardo,SEA,104.110408496732,103.85462418300652,103.50060457516342
Seth Lugo,KCR,94.16160900375154,93.74401000416837,88.37571488120052
Hunter Harvey,KCR,99.0188095238095,104.12678571428573,100.85547619047618
Wandy Peralta,SDP,99.04128207889391,101.9366633784384,101.54322368467595
Bryan Baker,- - -,108.39300745632254,103.69998975940055,110.20198040802045
Justin Lawrence,PIT,106.68777777777777,96.4408148148148,97.60007407407407
JP Sears,- - -,94.20453977255079,104.9804974243533,95.82758750869995
Joe Boyle,TBR,109.01985243395609,84.60719403609332,96.32700228859913
Gordon Graceffo,STL,93.16439153439151,106.5896560846561,100.85722222222222
Kyle Harrison,- - -,96.6755413378414,111.77942997342305,103.04343997567167
Luke Weaver,NYY,96.69731684110374,99.15587059942911,98.39781160799242
Luis Morales,ATH,102.70689707104093,99.55916697770878,103.64795156073718
Cade Cavalli,WSN,108.31933333333332,94.2718271604938,103.57560493827158
Nick Mears,MIL,100.20216409036858,103.8108442330559,102.44977407847792
José Buttó,- - -,99.686666140262,96.67514940002812,100.46662831063989
Jake Bird,- - -,117.14407478912642,102.1473022297016,113.53103542262468
Andrew Saalfrank,ARI,86.12505854800939,98.88477751756439,88.18665105386418
Trey Yesavage,TOR,105.53012552301254,92.90962343096233,98.90602510460252
Anthony Bender,MIA,114.85852040816326,97.43505102040817,109.53660714285714
Sean Manaea,NYM,103.10195507180951,100.6413530760127,98.6454801446354
Mike Vasil,CHW,97.82688535284353,94.88908382091549,94.39986022380339
Spencer Bivens,SFG,98.78765337423312,103.76697852760744,100.94748466257677
Kody Funderburk,MIN,105.87388362652233,93.63339648173212,101.89851150202975
Aaron Bummer,ATL,111.15154912419898,91.89620280232263,97.90733736009429
Trevor McDonald,SFG,94.96685605156364,110.08116661803842,107.03895033730318
Enyel De Los Santos,- - -,92.93537610820373,111.1850886562956,104.48500571128163
Steven Wilson,CHW,98.34797938144332,103.37358762886599,104.99841237113398
Taylor Rashi,ARI,75.33573667711599,109.59078369905959,90.55667711598744
Tyler Gilbert,CHW,100.68437390579012,100.51943724886769,91.00103969796282
Grant Anderson,MIL,103.97740800000005,102.81367999999999,103.57264000000008
Max Scherzer,TOR,96.18283571915477,107.67304703476485,104.57451942740285
Justin Slaten,BOS,104.275983935743,101.73469879518075,109.01301204819273
Ryan Feltner,COL,88.40862068965518,95.6307662835249,85.44045977011496
Jonathan Cannon,CHW,97.44223902962445,99.5722717094621,98.24920149021399
Tobias Myers,MIL,93.92164045723666,102.21615050770455,97.0097029175524
JT Brubaker,- - -,94.38813258933295,97.71765881837014,90.29831571625157
Andrew Chafin,- - -,95.45973153622617,96.8419849751817,91.95921879667624
Yu Darvish,SDP,99.27536332179935,98.4836678200692,98.58562283737024
Zack Kelly,BOS,113.25283737024215,99.43889273356406,109.32207612456743
Huascar Brazobán,NYM,103.75474039862738,96.80157998016635,102.52562754476976
DL Hall,MIL,94.20187578980979,91.47158702317132,90.48503998636181
Cal Quantrill,- - -,88.48376477129908,99.81084226666266,88.647147216158
Ben Lively,CLE,82.78812672176306,103.60658402203859,82.99217630853994
Cole Sulser,TBR,96.72804123711337,104.31113402061855,101.22845360824743
Jack Perkins,ATH,105.12030122570866,90.32816054804326,95.30343331177346
José Alvarado,PHI,112.8895594713656,110.82533039647578,129.20814977973566
Albert Suárez,BAL,88.79173653276338,90.80155243600329,81.96584543644047
Justin Sterner,ATH,108.64725988633309,91.92023607478481,97.40877435658487
Eric Orze,TBR,101.11583535108963,94.0521791767554,99.88878934624701
Javier Assad,CHC,93.63866039584558,96.80196119929454,92.9015089163237
Kai-Wei Teng,SFG,93.73039320369968,91.71035444441002,85.25051492026115
David Festa,MIN,90.61005742782426,105.02924031937168,100.5247317573262
Taylor Clarke,KCR,97.3767479674796,103.14945412311269,100.88541231126605
Yerry De los Santos,NYY,96.11826530612244,101.13863945578235,98.68782312925171
A.J. Minter,NYM,108.65239130434783,97.11086956521741,106.39271739130434
Erik Sabrowski,CLE,108.13448000000001,84.62092000000001,90.97844
Angel Zerpa,KCR,117.19043817668688,97.53780740614039,111.17666246472245
Tyler Wells,BAL,96.11184750733138,103.88568914956011,94.04123167155423
Charlie Morton,- - -,100.47843137023317,92.99451847414745,93.58518484273944
Dylan Lee,ATL,103.79142076502733,106.27599271402546,110.95533697632068
Cade Gibson,MIA,100.47898195493329,92.33662866670161,94.99391074050772
Riley O'Brien,STL,113.20339072847686,93.5425165562914,107.69515231788078
John Schreiber,KCR,100.54937679769894,112.44115052732512,110.83624161073826
Cody Laweryson,MIN,95.3345054945055,125.51802197802198,112.43999999999998
Ryan Brasier,CHC,95.87153465346536,101.52742574257424,97.34297029702968
Germán Márquez,COL,88.07714423076918,94.72570192307691,85.44377884615385
Shane Bieber,TOR,92.38034108527133,105.7994108527132,101.4410852713178
Jaden Hill,COL,94.56642126789367,98.5075664621677,92.98433537832318
Miles Mikolas,STL,88.7317096774194,106.83398387096771,92.6418064516129
Tyler Ferguson,ATH,109.22265450861202,83.42921985815606,89.69454913880443
Max Kranick,NYM,102.22632575757575,107.35833333333336,109.41022727272727
David Morgan,SDP,115.27798322538592,83.55913785676026,93.91580739536465
Jorge López,WSN,98.55932816537468,94.96062015503874,91.4716795865633
Pierce Johnson,ATL,99.76987603305784,104.5436776859504,102.4541115702479
Edgardo Henriquez,LAD,130.81913978494617,91.61354838709674,122.21534050179211
Wikelman González,CHW,94.66994897959182,86.96183673469386,81.5173469387755
Kumar Rocker,TEX,97.65961027457928,98.06800708591673,94.37728963684677
Mason Montgomery,TBR,124.75067915690869,87.19400468384075,111.0393442622951
Brock Burke,LAA,102.16563477746504,102.40401612773695,105.04487183404534
Juan Morillo,ARI,111.31788273615633,93.76293159609118,105.0595114006514
Jayden Murray,HOU,104.16931818181818,102.7209090909091,101.47681818181817
Will Klein,LAD,102.27795180722893,96.30451807228917,101.63439759036147
Rico Garcia,- - -,104.46788337475911,100.69782120814365,103.95244818052336
Jordan Hicks,- - -,109.59849205882354,95.53963486928104,103.24813153594769
Ryan Helsley,- - -,127.35392588633401,94.95808600754863,119.07590096275267
Jason Alexander,- - -,88.43316293929712,101.92218849840256,91.54463258785943
Danny Young,NYM,115.30216560509555,72.12624203821657,87.86687898089173
Nic Enright,CLE,93.5718198874297,95.81958724202627,87.8379737335835
Evan Sisk,- - -,106.06768009602541,73.80990687859367,78.51017133564362
Kade Strowd,BAL,112.8243414634146,89.0467804878049,100.49287804878047
Collin Snider,SEA,101.37855072463765,107.56186335403727,102.15507246376811
Johan Oviedo,PIT,101.59609022556394,90.82216541353382,95.69257142857144
Evan Phillips,LAD,111.62760869565217,102.73782608695652,117.8519565217391
Ryan Thompson,ARI,116.25080745341614,98.77692546583853,109.76580745341619
Luinder Avila,KCR,104.19767441860466,99.7553488372093,103.35404651162789
Grant Wolfram,BAL,108.01250000000002,94.0282307692308,100.34061538461538
Jacob Webb,TEX,95.00855384615384,105.27602051282052,100.89696410256417
Ron Marinaccio,SDP,103.97073170731707,104.24695121951216,101.55426829268293
Caleb Boushley,TEX,88.99302172553082,107.51133851821535,97.68563844329962
Jared Shuster,CHW,89.38823333908164,104.63139197642155,95.34067129665917
Cole Winn,TEX,106.84781906300483,84.5379321486268,93.95075928917609
Jonathan Bowlan,KCR,103.10962861072902,101.98519944979365,104.64151306740027
José Suarez,ATL,98.76428426395938,92.17109008001376,95.75488462531189
Brandyn Garcia,- - -,116.03711191335739,87.44851985559565,103.41018050541511
Jonah Tong,NYM,100.51870619946092,91.35698113207546,96.10668463611859
Ryan Weathers,MIA,102.74546875000003,102.915,106.72734375000002
Kevin Ginkel,ARI,89.65194274028629,102.03533742331287,92.52543967280165
Mason Fluharty,TOR,117.98497663551407,89.73296728971964,106.18710280373834
Sam Bachman,LAA,101.3471856287425,97.63083832335326,100.87347305389225
Connor Phillips,CIN,116.68281167108753,83.26275862068964,97.48228116710877
Clayton Beeter,- - -,106.54970711725551,85.60851868919612,95.04366871479776
