Name,Team,POS,ADP,PA,mRBI,mR,mSB,mHR,mOBP,mSLG,PTS,aPOS,Dollars,NameASCII,PlayerId,MLBAMID
"Andrew Vaughn","CHW","1B/DH",265.3800048828125,629.836,1.4255357685369354,-0.7323389599883168,-2.9881399836599853,0.453836143553154,-2.5573127673310276,-1.0510516612705791,-5.449471460159819,10.661030898621283,6.211559438461465,"Andrew Vaughn","26197",683734
"Max Muncy","LAD","3B",261.2799987792969,531.117,0.16855021035653509,-0.10976917305255136,-2.6117616616590755,0.9382692479586755,-0.6753920985637568,-2.5030736278097554,-4.793177102769929,9.999050411575308,6.205873308805378,"Max Muncy","13301",571970
"Iván Herrera","STL","C",236.02000427246094,383.13,-3.5414481299680554,-1.809108799946577,-1.8556627086439623,-5.065487812981057,-1.116201045520728,-4.44004787788269,-17.82795637494307,23.023601788490513,6.195645413547444,"Ivan Herrera","20599",671056
"Bo Naylor","CLE","C",289.45001220703125,403.758,-2.47583051829041,-1.7938339599648525,-1.2961177003778717,-2.686444973208205,-5.138061741991039,-4.635278599642319,-18.025567493474696,23.023601788490513,5.998034295015817,"Bo Naylor","21865",666310
"Spencer Steer","CIN","1B/OF",140.3000030517578,495.745,-0.739065384250089,-0.47135919420209943,0.6069771673143739,-1.8267292019034704,-1.4978042788295913,-2.141815550974477,-6.069796442845353,10.952773682993152,5.8829772401478015,"Spencer Steer","26323",668715
"Nick Castellanos","PHI","OF",175.5800018310547,621.386,1.4793866708131713,-0.6392202903140821,-1.6176772825124923,0.045494826062032354,-4.0269719140601365,-1.3610709224719983,-6.120058912483506,10.952773682993152,5.832714770509648,"Nick Castellanos","11737",592206
"Xander Bogaerts","SDP","2B/SS",152.77000427246094,624.21,-0.692527584912055,-0.7764270102726878,0.6625423410253473,-2.421164444604908,0.20721092047898915,-2.819120672308286,-5.839486450593601,10.548401074342712,5.70891462374911,"Xander Bogaerts","12161",593428
"Sean Murphy","ATL","C",219.85000610351562,351.617,-2.261786097295675,-1.3287190448323636,-3.179165375812359,-3.1894945866524766,-4.5137411613192535,-3.8484641167421136,-18.32137038265424,23.023601788490513,5.702231405836272,"Sean Murphy","19352",669221
"Danny Jansen","TBR","C",302.17999267578125,351.5,-2.1653626120394254,-1.4741112033005663,-3.170795318958982,-2.6588032751993134,-5.20814500895351,-3.79471703532135,-18.471934453773144,23.023601788490513,5.551667334717369,"Danny Jansen","16535",643376
"Hunter Goodman","COL","C/OF",333.45001220703125,294.265,-2.087982402617348,-1.4484098272470012,-2.734295092210104,-2.3993971060156127,-7.44681966937855,-2.366067468039152,-18.482971565507768,23.023601788490513,5.540630222982749,"Hunter Goodman","29715",696100
"Colton Cowser","BAL","OF",167.5500030517578,541.466,-0.691350450332449,-0.6714062138461667,-0.8417179785660558,-0.9222404676759828,-0.9137249151701307,-2.4521961230854714,-6.492636148676256,10.952773682993152,5.460137534316898,"Colton Cowser","29591",681297
"Alec Bohm","PHI","3B",174.97000122070312,618.331,0.8789390798318258,-0.5792139123420811,-1.9779224100327124,-2.4642314292023264,-0.12080678443934036,-1.2830816888799634,-5.546317145064598,9.999050411575308,5.45273326651071,"Alec Bohm","21618",664761
"Michael Toglia","COL","1B",190.25,529.733,-0.2682739434411348,-1.0826517110214788,-1.0914862958412468,1.2092566355095808,-3.812905492437275,-1.2678039895079867,-6.313864796739542,10.661030898621283,5.347166101881742,"Michael Toglia","25845",669911
"Ezequiel Tovar","COL","SS",129.89999389648438,661.525,1.6715240237324154,0.4701910246825488,-0.13578082106482484,0.25243361297044203,-5.646673787941256,-0.5787839526799934,-3.9670899003006683,8.249348287438142,5.282258387137473,"Ezequiel Tovar","24064",678662
"Matt Wallner","MIN","OF",274.5299987792969,508.125,-1.8025961770966805,0.3559030064170105,-1.9869556283272494,-0.04612160321248231,-1.8725685617796335,-1.3776460904821355,-6.729985054481172,10.952773682993152,5.222788628511983,"Matt Wallner","26466",670242
"Rhys Hoskins","MIL","1B/DH",281.54998779296875,549.206,0.6392211105659037,-0.8349254069404589,-2.6567382802270694,1.6979743979346127,-3.5623387244544853,-1.7296920563796645,-6.446498959501161,10.661030898621283,5.214531939120121,"Rhys Hoskins","16472",656555
"Ryan McMahon","COL","3B",275.9700012207031,654.962,-0.03704595458589556,0.5404803947254195,-1.1704239945767094,-0.35731023510339155,-1.306820932294213,-3.463715440618774,-5.7948361624535645,9.999050411575308,5.204214249121743,"Ryan McMahon","15112",641857
"Luis Rengifo","LAA","2B/3B",159.3300018310547,558.822,-1.796897631910404,-0.1253478074743748,3.2509620944521793,-2.470989773697054,-2.4475780094605755,-2.8657016075376927,-6.455552735627922,10.548401074342712,5.092848338714788,"Luis Rengifo","19858",650859
"Nathaniel Lowe","WSN","1B",261.0199890136719,620.098,-0.13085814065504492,-0.932650031855859,-2.9252474034126363,-1.9969847252614383,2.248039503943612,-2.9500805727069084,-6.687781369948275,10.661030898621283,4.9732495286730085,"Nathaniel Lowe","19566",663993
"Luis Arraez","SDP","1B/2B/DH",193.52999877929688,687.337,-2.532115382069552,2.2795816910293603,-0.882742547460413,-5.70459766905371,3.3299366108001403,-3.3104174822969963,-6.82035477905117,10.548401074342712,4.72804629529154,"Luis Arraez","18568",650333
"Heliot Ramos","SFG","OF",208.9199981689453,591.987,0.08830522882430623,-1.1260209837494597,-1.3762606373075363,-0.38204225226364313,-3.11286628448247,-1.6252655357314894,-7.534150464710293,10.952773682993152,4.41862321828286,"Heliot Ramos","22515",671218
"Gleyber Torres","DET","2B",223.8800048828125,657.605,-0.20603552298852348,-0.1740317512898549,-0.9718582507299053,-2.066327287879945,-0.011309941765297243,-3.900755593343896,-7.330318347997421,10.548401074342712,4.21808272634529,"Gleyber Torres","16997",650402
"Lourdes Gurriel Jr.","ARI","OF",221.17999267578125,557.101,0.7220857905074728,-1.0165674507947604,-1.8348076164008589,-2.2622731895293136,-2.0697030766906415,-1.295533735887284,-7.756799278795385,10.952773682993152,4.195974404197769,"Lourdes Gurriel Jr.","19238",666971
"Masyn Winn","STL","SS",148.35000610351562,676.335,-1.3549248014681685,2.027321477401191,1.2957765676815003,-2.1693885598742426,-1.984124763240951,-3.0770085270929406,-5.262348606593612,8.249348287438142,3.9869996808445296,"Masyn Winn","27479",691026
"Luis García Jr.","WSN","2B",129.97999572753906,517.645,-0.9009252688675402,-1.4416337617799202,1.1365425562090592,-2.525674322784855,-2.68686893468173,-1.1439859660524432,-7.56254569795743,10.548401074342712,3.9858553763852806,"Luis Garcia Jr.","20391",671277
"Dylan Crews","WSN","OF",130.17999267578125,607.503,-2.078543437739752,-0.08342957683426253,4.0335712512051485,-2.559214233359267,-3.622098609148329,-3.9365047619010802,-8.246219367777542,10.952773682993152,3.7065543152156124,"Dylan Crews","33541",686611
"Brendan Donovan","STL","2B/OF",238.89999389648438,586.543,-1.7522888317431784,-0.8950418985609128,-1.3862459803827107,-4.151192051762016,2.884400854827265,-2.793522357897362,-8.093890265518914,10.548401074342712,3.4545108088237964,"Brendan Donovan","24679",680977
"Christopher Morel","TBR","2B/3B/DH",269.07000732421875,472.636,-0.455864983010546,-0.992781915532214,-0.8014527638967851,-0.11541826688212077,-4.023327372020877,-1.9235137404200622,-8.312359041762605,10.548401074342712,3.236042032580106,"Christopher Morel","21897",666624
"Daulton Varsho","TOR","OF",334.7300109863281,577.043,-0.19290570415495878,-1.0133454934640846,0.5409043781333109,-0.2535604469149145,-4.960775796578315,-3.0332358703947366,-8.9129189333737,10.952773682993152,3.039854749619455,"Daulton Varsho","19918",662139
"Bryson Stott","PHI","2B",175,560.355,-1.9948921091130687,-1.0206707804538153,4.101252125924417,-4.006352375921406,-1.3437035554466592,-4.304550363481493,-8.568917058492024,10.548401074342712,2.979484015850687,"Bryson Stott","26294",681082
"Anthony Volpe","NYY","SS",142.14999389648438,623.626,-1.3372425099519274,-0.4450898642488767,4.642969358851027,-2.324320641214032,-3.047196649610442,-3.9434437148435677,-6.454324021017818,8.249348287438142,2.795024266420322,"Anthony Volpe","27647",683011
"Josh Bell","WSN","1B/DH",328.79998779296875,574.48,-0.30257452314918826,-1.2364030020876275,-3.131304454040538,-1.020436978350816,-0.8163765244108161,-2.4109650027400096,-8.918060484778996,10.661030898621283,2.7429704138422872,"Josh Bell","13145",605137
"Tyler O'Neill","BAL","OF",200.25,459.252,-0.751188134010984,-0.9757633370092995,-1.7623963779427962,-0.06898605815263555,-3.691272637815997,-2.1420521691463024,-9.391658714078016,10.952773682993152,2.5611149689151387,"Tyler O'Neill","15711",641933
"Alec Burleson","STL","OF/DH",234.3000030517578,455.794,-0.9050840434415891,-1.0831069904423374,-1.4042777521983576,-2.022299900455928,-2.8020502762599895,-1.452483618164071,-9.669302580962272,10.952773682993152,2.283471102030882,"Alec Burleson","27615",676475
"Luis Campusano","SDP","C",398.8800048828125,298.294,-3.0002036289493463,-1.8051334310890434,-3.099419711815416,-4.365349001975112,-5.6336607521512825,-3.953513405260973,-21.857279931241173,23.023601788490513,2.166321857249342,"Luis Campusano","22217",669134
"Andrés Giménez","TOR","2B",171,607.851,-1.8649769293167262,-1.386370363814035,4.639187340017564,-4.336712162829964,-1.9249267910731684,-4.533352033477772,-9.407150940494102,10.548401074342712,2.141250133848609,"Andres Gimenez","19950",665926
"Jake McCarthy","ARI","OF",216.1300048828125,498.966,-2.2829059151987785,-1.0812844724014448,4.202909501897765,-5.339587382232236,-1.2762942374579431,-4.092850644096211,-9.870013149488848,10.952773682993152,2.082760533504306,"Jake McCarthy","21622",664983
"Carlos Santana","CLE","1B",348.9800109863281,579.827,-0.06733839588154114,-1.2799059895423555,-2.5191791092419673,-0.6791169479260011,-1.6472159248521259,-3.4071345173432825,-9.599890884787275,10.661030898621283,2.0611400138340086,"Carlos Santana","2396",467793
"Ryan Mountcastle","BAL","1B",232.8000030517578,499.521,-0.09267268793050285,-1.0111133516967228,-2.5498075441294463,-1.1091929950568054,-3.604513001484129,-1.3673758565600589,-9.734675436857664,10.661030898621283,1.9263554617636185,"Ryan Mountcastle","18373",663624
"Tyler Soderstrom","OAK","1B",276.70001220703125,505.576,0.28161974567070025,-1.1196640798580342,-3.002337154628736,0.958494213303523,-5.501167494439096,-1.4619085116554627,-9.844963281607106,10.661030898621283,1.8160676170141787,"Tyler Soderstrom","27467",691016
"Nolan Schanuel","LAA","1B",315.8500061035156,534.913,-2.574239496404264,-0.9970823005677243,-1.2035870908237376,-3.186974446642367,1.9250469118273552,-3.8505548603744777,-9.887391282985213,10.661030898621283,1.7736396156360694,"Nolan Schanuel","33189",694384
"Michael Busch","CHC","1B",258.20001220703125,548.323,-0.3455368446635065,-0.9625525926141074,-2.644904817756011,-1.2752675533858844,-1.9607772485538864,-2.7656094105966496,-9.954648467570046,10.661030898621283,1.7063824310512379,"Michael Busch","26319",683737
"Dansby Swanson","CHC","SS",175.6999969482422,630.636,-0.07396172667224186,-0.6407880570976143,0.9314088800040603,-1.4112018915103008,-2.415249809541738,-3.9822071051213057,-7.591999709939141,8.249348287438142,1.657348577499001,"Dansby Swanson","18314",621020
"Eugenio Suárez","ARI","3B",182.27999877929688,580.734,-0.21121328965047917,-1.2895508340302297,-2.7773196896851453,0.022505740154375977,-2.522133345886913,-2.5644553625299227,-9.342166781628315,9.999050411575308,1.6568836299469922,"Eugenio Suarez","12552",553993
"Zack Gelof","OAK","2B",214.89999389648438,602.571,-1.3743652125536057,-1.6011418932812376,3.601444412754883,-0.6103117825853364,-5.551134058765923,-4.367197041362964,-9.902705575794183,10.548401074342712,1.6456954985485277,"Zack Gelof","29766",680869
"Michael Conforto","LAD","OF/DH",278.1199951171875,472.261,-0.5343085814373507,-0.9703753850841703,-2.8141605852086395,-1.240453561129211,-2.843273048533442,-2.285151826223515,-10.68772298761633,10.952773682993152,1.2650506953768244,"Michael Conforto","16376",624424
"Jo Adell","LAA","OF",284.95001220703125,437.283,-0.935674468127967,-1.0963720406451354,0.6959960750933516,-0.3359181453449653,-6.578142565878734,-2.5647652579196256,-10.814876402823074,10.952773682993152,1.1378972801700789,"Jo Adell","20220",666176
"Xavier Edwards","MIA","SS",149.97999572753906,621.242,-5.444006842133379,0.41125996501016654,7.088215692173016,-7.547626142246983,3.2882607270441606,-5.908260532887615,-8.112157133040634,8.249348287438142,1.1371911543975066,"Xavier Edwards","22266",669364
"Nolan Jones","COL","OF",249.07000732421875,458.197,-2.3486292445135173,-1.4244978812228206,-0.1825728288791318,-3.275164715232569,-0.7767797981052939,-2.8507175363654804,-10.858362004318813,10.952773682993152,1.0944116786743403,"Nolan Jones","20529",666134
"Pete Crow-Armstrong","CHC","OF",136.4499969482422,513.033,-1.6239298895586707,-1.6369626220812363,4.632474699350231,-3.248346336392063,-5.200503573190574,-3.868228176894365,-10.945495898766678,10.952773682993152,1.0072777842264757,"Pete Crow-Armstrong","27769",691718
"Jeremy Peña","HOU","SS",163.5800018310547,620.792,-0.36860708617134713,-1.156428917066958,1.4415548590404874,-2.304398428019495,-2.87829551973823,-2.9831731954825993,-8.249348287438142,8.249348287438142,1,"Jeremy Pena","21636",665161
"Josh Jung","TEX","3B",214.02999877929688,561.405,-0.08895747587047766,-1.5505391442201735,-1.7745136761330942,-0.07577916569360056,-4.975734314944638,-1.5335266347133256,-9.999050411575308,9.999050411575308,1,"Josh Jung","26299",673962
"Colt Keith","DET","2B",253.47999572753906,527.089,-1.017174753845809,-1.378405650538288,-1.9656513455784506,-2.422470392169629,-1.725812939985036,-2.0388859922254983,-10.548401074342712,10.548401074342712,1,"Colt Keith","27899",690993
"LaMonte Wade Jr.","SFG","1B",433.1000061035156,516.486,-3.6436912785107443,0.1600765576333013,-2.3611646590605644,-2.900739829910208,1.8173419162374695,-3.732853605010539,-10.661030898621283,10.661030898621283,1,"LaMonte Wade Jr.","18126",664774
"Garrett Mitchell","MIL","OF",251.27999877929688,470.873,-1.3906885070360735,-1.291568623591752,2.33289993211987,-2.8612117709895633,-3.563577489075211,-4.178627224420425,-10.952773682993152,10.952773682993152,1,"Garrett Mitchell","27555",669003
"Joey Bart","PIT","C",269.95001220703125,371.258,-2.8897834187449147,-2.2026273622361474,-3.068557448111365,-4.101871984893338,-5.471354422056523,-5.289407152448226,-23.023601788490513,23.023601788490513,1,"Joey Bart","21524",663698
"Tommy Edman","LAD","OF",179.25,556.692,-1.6109607498407952,-0.9139966916258285,3.1850234112336717,-3.7134533481356202,-3.5203525765076233,-4.521737120978647,-11.095477075854843,10.952773682993152,0.8572966071383106,"Tommy Edman","19470",669242
"Connor Wong","BOS","C",229.97999572753906,345.435,-3.2851398720835383,-2.0432037358627775,-1.4951901039657158,-5.112686853229018,-6.180113277309196,-5.188759867960508,-23.305093710410752,23.023601788490513,0.7185080780797608,"Connor Wong","19896",657136
"Kyle Higashioka","TEX","C",380.9800109863281,284.037,-2.7772368002575383,-1.7478377326873082,-2.7176837534277527,-3.0090609549356713,-8.75539676591949,-4.358222249858169,-23.36543825708593,23.023601788490513,0.6581635314045833,"Kyle Higashioka","5517",543309
"Jake Fraley","CIN","OF",385.5299987792969,420.509,-2.283099296834233,-1.291637705644289,1.9848582948567568,-3.628218959862109,-2.484443957917764,-3.635323307840419,-11.337864933242058,10.952773682993152,0.6149087497510959,"Jake Fraley","19260",641584
"Trevor Larnach","MIN","OF/DH",330.95001220703125,470.002,-1.1032265805454773,-1.0085230188100398,-2.356744714048921,-1.9209066323904773,-2.2887185378313224,-2.869596727901811,-11.54771621152805,10.952773682993152,0.4050574714651043,"Trevor Larnach","21501",663616
"Mitch Garver","SEA","C/DH",469.6300048828125,303.995,-3.3780442220182683,-2.034983947448084,-3.211755519096051,-3.6093471808161683,-6.143967801032118,-5.3688088161118355,-23.746907486522527,23.023601788490513,0.2766943019679876,"Mitch Garver","15161",641598
"Patrick Bailey","SFG","C",306.32000732421875,465.756,-3.324650232481022,-2.308960932287073,-2.2124446691323403,-4.670697918888612,-5.023763221097488,-6.289664336986428,-23.830181310872966,23.023601788490513,0.1934204776175501,"Patrick Bailey","27478",672275
"Travis d'Arnaud","LAA","C",422.1700134277344,245.216,-3.2778785887174164,-1.8947563260136897,-3.1351730403655558,-4.155533153189349,-7.203815651724569,-4.2338298804278915,-23.900986640438475,23.023601788490513,0.12261514805203977,"Travis d'Arnaud","7739",518595
"Miguel Amaya","CHC","C",368.2699890136719,291.179,-3.668873011383459,-1.7417701746752707,-2.86376509353506,-5.085441148234802,-5.648413712123245,-5.015593566530677,-24.023856706482515,23.023601788490513,-0.00025491799199928167,"Miguel Amaya","21693",665804
"Luke Raley","SEA","1B/OF",301.2300109863281,466.419,-1.1450045772695978,-1.4401041662178393,-0.48923255236133006,-0.8979386569367639,-4.844686395140937,-3.209968586661118,-12.026934934587585,10.952773682993152,-0.07416125159443188,"Luke Raley","19354",670042
"Brandon Marsh","PHI","OF",311.3500061035156,483.317,-2.3476234892961974,-1.0049427310248484,1.0879314392655777,-3.5674643114647524,-2.3625269591389304,-4.051467762667761,-12.246093814326912,10.952773682993152,-0.293320131333759,"Brandon Marsh","20202",669016
"Brice Turang","MIL","2B",146.8699951171875,556.839,-3.64547948121819,-1.563246873135405,7.197337004349254,-5.6253637913323375,-1.8904605082798567,-6.407040377399685,-11.934254027016221,10.548401074342712,-0.38585295267351105,"Brice Turang","22186",668930
"MJ Melendez","KCR","OF",385.7699890136719,462.982,-1.2198033157625336,-1.3267661311314212,-1.550247465135382,-1.6294015639862045,-4.026643375295107,-2.616063680352153,-12.3689255316628,10.952773682993152,-0.41615184866964605,"MJ Melendez","22197",669004
"Endy Rodríguez","PIT","C",415.3500061035156,332.279,-3.737708492991435,-2.2435952220168147,-2.6344586453663417,-5.659865847818059,-5.092290819841425,-5.168435982124247,-24.53635501015832,23.023601788490513,-0.5127532216678092,"Endy Rodriguez","25332",682848
"Jake Rogers","DET","C",495.9700012207031,344.743,-3.201374363315269,-2.0587953561381607,-2.611414252355974,-3.4281658540066675,-7.892937325051119,-5.492359006773117,-24.685046157640308,23.023601788490513,-0.6614443691497931,"Jake Rogers","19452",668670
"Gary Sánchez","BAL","C/DH",511.67999267578125,246.19,-3.47101984252152,-1.8920146583426711,-3.1611658127847613,-4.146401972619747,-7.084992680227966,-4.997622047488015,-24.753217013984678,23.023601788490513,-0.729615225494165,"Gary Sanchez","11442",596142
"Jordan Walker","STL","OF",278.1300048828125,514.705,-1.202730122352776,-1.4810739862887599,-1.4684667158327862,-2.6290049641843987,-3.2442983895574184,-2.699975089525213,-12.725549267741352,10.952773682993152,-0.7727755847481981,"Jordan Walker","27475",691023
"Nico Hoerner","CHC","2B",198.35000610351562,550.758,-3.651967334735013,-1.4301311936055179,4.447497870211446,-6.43183823512198,-0.039214286957769545,-5.297833189055831,-12.403486369264666,10.548401074342712,-0.8550852949219545,"Nico Hoerner","21479",663538
"Connor Norby","MIA","3B",271.4200134277344,613.095,-1.9456624544514491,-0.48412683982960497,-0.5415603438508949,-1.8565294867995876,-3.1565838836948314,-3.9859289954151995,-11.970392004041567,9.999050411575308,-0.9713415924662607,"Connor Norby","29592",681393
"Wilyer Abreu","BOS","OF",310.42999267578125,423.787,-2.1332966273860867,-0.766682042392868,-1.0503767130275463,-3.053959923533543,-2.8627616661150754,-3.0668835372933567,-12.933960509748475,10.952773682993152,-0.9811868267553197,"Wilyer Abreu","23772",677800
"Victor Robles","SEA","OF",193.89999389648438,576.864,-5.160732246240636,-0.5052324727608767,7.692696820003915,-5.782286568365504,-2.2428894902706356,-6.971475370580003,-12.969919328213738,10.952773682993152,-1.0171456452205851,"Victor Robles","18363",645302
"Jeimer Candelario","CIN","1B/3B/DH",302.0299987792969,484.89,-0.8658989755906645,-1.1645918852207173,-1.8274077483624909,-1.641262133701321,-4.1586703658594635,-2.401984667407407,-12.059815776142063,9.999050411575308,-1.0607653645667554,"Jeimer Candelario","13621",600869
"Thairo Estrada","COL","2B",301.7799987792969,506.096,-1.5219318975235216,-1.5646788443417332,0.13607364506251846,-3.0582605108748817,-3.7575389888122954,-2.9206947038919955,-12.687031300381909,10.548401074342712,-1.1386302260391976,"Thairo Estrada","16426",642731
"Nolan Gorman","STL","2B",353.1700134277344,413.486,-1.0641116789385943,-1.0084494631502818,-1.5660850164639062,-0.3637675078298626,-5.952347723921885,-2.8254033000170296,-12.780164690321559,10.548401074342712,-1.2317636159788479,"Nolan Gorman","22263",669357
"Jonah Heim","TEX","C",311.8999938964844,304.555,-3.505968779468052,-2.0271157244333726,-2.869021279447238,-4.510158646886222,-7.109456359742141,-5.34301043143014,-25.364731221407162,23.023601788490513,-1.3411294329166479,"Jonah Heim","16930",641680
"Parker Meadows","DET","OF",201.0800018310547,510.474,-3.036689192368964,-1.0948725035179163,2.2735695051803066,-3.527661056245912,-3.737501514441434,-4.317810013209415,-13.440964774603334,10.952773682993152,-1.4881910916101804,"Parker Meadows","23800",678009
"Spencer Horwitz","PIT","1B/2B",386.25,441.472,-2.824825206548868,-0.8880272986727956,-2.6686420116186937,-4.84876616254987,1.416490557004363,-3.2659184912551313,-13.079688613640995,10.548401074342712,-1.5312875392982837,"Spencer Horwitz","26477",687462
"Christian Encarnacion-Strand","CIN","1B",246.14999389648438,353.61,-1.0883987380950733,-1.1347191842436561,-2.808366233738238,-1.7890139170330184,-5.056925432564839,-1.4744163394876666,-13.351839845162491,10.661030898621283,-1.6908089465412077,"Christian Encarnacion-Strand","30011",687952
"Freddy Fermin","KCR","C/DH",375.67999267578125,264.621,-3.9449934503684845,-2.1406523234326733,-3.0407431233435496,-5.700016678784247,-5.765139684660039,-5.212062841710911,-25.803608102299908,23.023601788490513,-1.7800063138093916,"Freddy Fermin","21840",666023
"Kyle Manzardo","CLE","DH",368.92999267578125,432.005,-0.8609114897461484,-0.9518541746987316,-2.8733382984566602,-1.5067417733620776,-2.9330554744809234,-1.951963588424567,-11.077864799169108,8.249348287438142,-1.8285165117309656,"Kyle Manzardo","29794",700932
"Joey Ortiz","MIL","3B",278.0199890136719,581.164,-1.9214137298517902,-1.8548947481632831,0.21009915215868885,-4.035840187929629,-1.3787353852244701,-3.9005306336483807,-12.881315532658864,9.999050411575308,-1.8822651210835564,"Joey Ortiz","25493",687401
"Evan Carter","TEX","OF",288.79998779296875,473.67,-2.604947721281036,-1.5591706299633818,-0.096277769159026,-3.767912946833443,-1.6479427250981298,-4.175373121592379,-13.851624913927395,10.952773682993152,-1.898851230934242,"Evan Carter","27790",694497
"Carson Kelly","CHC","C",516.4199829101562,275.658,-3.8916732931041147,-2.030976609680991,-2.9538595258361253,-5.216796304101154,-6.1582128256977775,-5.684152564726584,-25.935671123146744,23.023601788490513,-1.9120693346562279,"Carson Kelly","13620",608348
"Austin Hays","CIN","OF",406.2699890136719,494.975,-0.7536824866773049,-1.5177869673536906,-2.1461372794868883,-2.588113179561612,-4.349628895882729,-2.8390519778378835,-14.194400786800108,10.952773682993152,-2.2416271038069544,"Austin Hays","19363",669720
"David Fry","CLE","C/1B/OF/DH",508.5299987792969,168.257,-4.322454897545074,-1.9079462462289973,-2.8970101517712727,-5.904956464419132,-6.5116659300532875,-4.869602084926893,-26.413635774944655,23.023601788490513,-2.390033986454143,"David Fry","24934",681807
"Ryan O'Hearn","BAL","1B/OF/DH",351.75,385.484,-1.5474825543519488,-1.4097743010189336,-2.5268584124952356,-3.1178458802720725,-3.6222584553107757,-2.312530623695816,-14.536750227144783,10.952773682993152,-2.5839765441516276,"Ryan O'Hearn","16442",656811
"Michael Massey","KCR","2B",384.7300109863281,503.119,-0.8628011733571493,-1.5143740811700297,-2.1824527404460627,-2.4899712678473933,-4.697097845591916,-2.4708326236951876,-14.217529732107739,10.548401074342712,-2.669128657765029,"Michael Massey","27684",686681
"Jose Trevino","CIN","C",638.3499755859375,239.872,-3.882966462889125,-2.0994346911484807,-2.7868004979973113,-5.31895048561161,-7.328775885735757,-5.300295081889517,-26.717223105271803,23.023601788490513,-2.693621316781286,"Jose Trevino","16725",624431
"Maikel Garcia","KCR","2B/3B",210.97999572753906,568.882,-3.8376845629727567,-1.241937197174994,5.43969685673159,-6.465862282289931,-2.084115226306733,-6.0713312211112465,-14.261233633124073,10.548401074342712,-2.71283255878136,"Maikel Garcia","22715",672580
"Matt Shaw","CHC","3B/SS",999,464.069,-1.734171553282746,-1.2942943785364411,0.9174546942358481,-2.9787448160687116,-3.3515578981237297,-3.618766136239147,-12.060080088014928,8.249348287438142,-2.8107318005767854,"Matt Shaw","sa3022615",807713
"Agustin Ramirez","MIA","C",999,225.421,-4.38182434043746,-2.140554119791021,-2.1788898703555266,-5.647977452973209,-7.017532818483519,-5.584360741941069,-26.951139343981804,23.023601788490513,-2.9275375554912877,"Agustin Ramirez","sa3009276",682663
"Jesse Winker","NYM","OF/DH",402.57000732421875,405.882,-3.1303588998231127,-1.1851054016479685,-1.213407944332188,-4.294813622907266,-0.6355059011426359,-4.54375519174896,-15.002946961602131,10.952773682993152,-3.0501732786089777,"Jesse Winker","13590",608385
"Victor Caratini","HOU","C",550.5800170898438,187.439,-4.389193688142512,-2.01674954663109,-3.0744237747942615,-5.9516742024526526,-6.424376461528796,-5.298030936857027,-27.15444861040634,23.023601788490513,-3.130846821915825,"Victor Caratini","14968",605170
"Jake Cronenworth","SDP","1B/2B",287.92999267578125,590.194,-1.6521074360058172,-1.7084488238316742,-2.0974401687414055,-3.6110197080913355,-1.5849815861629144,-4.683402942691453,-15.337400665524598,10.548401074342712,-3.788999591181886,"Jake Cronenworth","18036",630105
"Giancarlo Stanton","NYY","DH",435.5199890136719,303.816,-0.7424777620104381,-0.8244318739320519,-3.219208125188071,-0.4808085424715081,-6.292794292585304,-1.513742976782924,-13.073463572970297,8.249348287438142,-3.824115285532155,"Giancarlo Stanton","4949",519317
"Jacob Stallings","COL","C",462.1199951171875,266.038,-4.611141864677336,-2.1796256020355065,-2.9574689755115786,-6.09585990459803,-5.966706839320797,-6.106184962009267,-27.916988148152516,23.023601788490513,-3.8933863596619993,"Jacob Stallings","13723",607732
"Max Kepler","PHI","OF",359.8999938964844,478.043,-1.6049430610415318,-1.6484112997811458,-2.801849378746076,-2.3982157496415026,-3.8018924181425064,-3.5963414623899785,-15.85165336974274,10.952773682993152,-3.898879686749588,"Max Kepler","12144",596146
"Nick Fortes","MIA","C",617.3200073242188,297.225,-4.252076576996593,-2.3862416229115446,-2.279882239633528,-5.664265776216721,-7.183185874453449,-6.314360600003482,-28.080012690215316,23.023601788490513,-4.056410901724803,"Nick Fortes","21538",663743
"Miguel Vargas","CHW","3B/OF",407.3500061035156,487.673,-2.2873912039012247,-1.7856456573140913,-0.5650144320454773,-3.149794831569605,-2.3669840880083997,-5.022368386537231,-15.177198599376029,9.999050411575308,-4.17814818780072,"Miguel Vargas","20178",678246
"Drew Romo","COL","C/DH",650.2000122070312,222.48,-4.414658396869933,-2.202641893205708,-2.5496787755740593,-6.164642127898525,-7.601384597073453,-5.403451903477317,-28.336457694099003,23.023601788490513,-4.312855905608487,"Drew Romo","27763",691011
"Dillon Dingler","DET","C",583.4299926757812,221.232,-4.376727651656306,-2.2637658884394987,-2.828713106369793,-5.634242922253284,-7.727559879706526,-5.703225539867172,-28.534234988292585,23.023601788490513,-4.510633199802068,"Dillon Dingler","27464",693307
"Jonathan Aranda","TBR","1B",317.17999267578125,365.856,-2.581441266353729,-1.5509254629258518,-3.0035423033479787,-3.30878924297444,-2.689535398514044,-3.132910087985794,-16.267143762101835,10.661030898621283,-4.606112863480552,"Jonathan Aranda","21837",666018
"Pedro Pagés","STL","C",570.4000244140625,224.111,-4.380446544818625,-2.243637538841207,-2.9424809923257587,-5.806795954437339,-7.389613763775056,-5.978318963030379,-28.741293757228362,23.023601788490513,-4.7176919687378485,"Pedro Pages","25782",686780
